"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046527","MF","GO:0046527","glucosyltransferase activity","15/769","69/9150",0.000492697667274974,0.0109707347246561,0.0101305555446714,"LOC18055189/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18053866/LOC18053215/LOC18049131/LOC18050333/LOC18043997/LOC18035691/LOC18033865/LOC18032223",15
"GO:0008017","MF","GO:0008017","microtubule binding","13/769","56/9150",0.000594732858059728,0.0118592428125233,0.0109510184181196,"LOC18055273/LOC18055925/LOC18052839/LOC18051772/LOC18048307/LOC18048223/LOC18045637/LOC18039529/LOC18035782/LOC18034863/LOC18034779/LOC18032371/LOC18033085",13
"GO:0016758","MF","GO:0016758","transferase activity, transferring hexosyl groups","24/769","141/9150",0.000635117145940326,0.0118592428125233,0.0109510184181196,"LOC18055189/LOC18055822/LOC18054143/LOC18054144/LOC18054145/LOC18054151/LOC18054152/LOC18054158/LOC18053866/LOC18053215/LOC18049220/LOC18049131/LOC18050333/LOC18044188/LOC18043997/LOC18040585/LOC18040180/LOC18040435/LOC18035691/LOC18033865/LOC18035462/LOC18031271/LOC18032223/LOC18033253",24
"GO:0004497","MF","GO:0004497","monooxygenase activity","35/769","236/9150",0.000639120870135989,0.0118592428125233,0.0109510184181196,"LOC18054829/LOC18055116/LOC18055309/LOC18054620/LOC18053375/LOC18052870/LOC18049214/LOC18048151/LOC18048154/LOC18049866/LOC18049870/LOC18049875/LOC18046843/LOC18049178/LOC18048164/LOC18045385/LOC18044430/LOC18044432/LOC18045507/LOC18044582/LOC18045695/LOC18043188/LOC18040911/LOC18041198/LOC18042767/LOC18040403/LOC18039876/LOC18038441/LOC18038016/LOC18036838/LOC18035923/LOC18036422/LOC18036065/LOC18033470/LOC18049872",35
"GO:0003777","MF","GO:0003777","microtubule motor activity","9/769","31/9150",0.000740716369348132,0.0130210140716987,0.0120238169650417,"LOC18055273/LOC18051772/LOC18048307/LOC18048223/LOC18045637/LOC18039529/LOC18034863/LOC18034779/LOC18032371",9
"GO:0003993","MF","GO:0003993","acid phosphatase activity","8/769","26/9150",0.000953881637563493,0.0159298233473103,0.0147098589371633,"LOC18054471/LOC18052860/LOC18052861/LOC18046340/LOC18035885/LOC18035879/LOC18031922/LOC18033199",8
"GO:0042910","MF","GO:0042910","xenobiotic transmembrane transporter activity","10/769","41/9150",0.0016808131352212,0.0267329327220895,0.0246856264972337,"LOC18051599/LOC18050399/LOC18053465/LOC18053467/LOC18044015/LOC18044333/LOC18044316/LOC18045448/LOC18043360/LOC18045585",10
"GO:0008171","MF","GO:0008171","O-methyltransferase activity","14/769","70/9150",0.00177457092312207,0.0269412131055805,0.0248779560035774,"LOC18051856/LOC18051854/LOC18053393/LOC18048366/LOC18048368/LOC18049500/LOC18050156/LOC18049232/LOC18045033/LOC18045038/LOC18050006/LOC18042182/LOC18035688/LOC18032661",14
"GO:0015631","MF","GO:0015631","tubulin binding","13/769","65/9150",0.00255641894313437,0.0371236490002991,0.0342805835395135,"LOC18055273/LOC18055925/LOC18052839/LOC18051772/LOC18048307/LOC18048223/LOC18045637/LOC18039529/LOC18035782/LOC18034863/LOC18034779/LOC18032371/LOC18033085",13
"GO:0003774","MF","GO:0003774","motor activity","10/769","45/9150",0.00352110375694159,0.0490020272841038,0.0452492719642055,"LOC18054317/LOC18055273/LOC18051772/LOC18048307/LOC18048223/LOC18045637/LOC18039529/LOC18034863/LOC18034779/LOC18032371",10
